DateTime,CheatingType,ImagePath
12/06/2021 10:34:03,LOOKING_LEFT,./Cheating_logs/images/12_06_2021_10__34_03-LOOKING_LEFT.jpg
12/06/2021 10:34:04,LOOKING_RIGHT,./Cheating_logs/images/12_06_2021_10__34_04-LOOKING_RIGHT.jpg
12/06/2021 10:34:05,LOOKING_RIGHT,./Cheating_logs/images/12_06_2021_10__34_05-LOOKING_RIGHT.jpg
12/06/2021 10:34:07,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_07-MOUTH_OPEN.jpg
12/06/2021 10:34:07,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_07-MOUTH_OPEN.jpg
12/06/2021 10:34:09,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_09-MOUTH_OPEN.jpg
12/06/2021 10:34:10,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_10-MOUTH_OPEN.jpg
12/06/2021 10:34:12,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_12-MOUTH_OPEN.jpg
12/06/2021 10:34:12,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_12-MOUTH_OPEN.jpg
12/06/2021 10:34:20,MOBILE_PHONE,./Cheating_logs/images/12_06_2021_10__34_20-MOBILE_PHONE.jpg
12/06/2021 10:34:20,MOBILE_PHONE,./Cheating_logs/images/12_06_2021_10__34_20-MOBILE_PHONE.jpg
12/06/2021 10:34:21,MOUTH_OPEN,./Cheating_logs/images/12_06_2021_10__34_21-MOUTH_OPEN.jpg
12/06/2021 10:34:22,MOBILE_PHONE,./Cheating_logs/images/12_06_2021_10__34_22-MOBILE_PHONE.jpg
12/06/2021 10:34:23,MOBILE_PHONE,./Cheating_logs/images/12_06_2021_10__34_23-MOBILE_PHONE.jpg
12/06/2021 10:34:24,MOBILE_PHONE,./Cheating_logs/images/12_06_2021_10__34_24-MOBILE_PHONE.jpg
01/08/2021 16:05:54,MOBILE_PHONE,./Cheating_logs/images/01_08_2021_16__05_54-MOBILE_PHONE.jpg
01/08/2021 16:05:56,MOBILE_PHONE,./Cheating_logs/images/01_08_2021_16__05_56-MOBILE_PHONE.jpg
01/08/2021 16:06:04,MULTIPLE_FACES,./Cheating_logs/images/01_08_2021_16__06_04-MULTIPLE_FACES.jpg
13/09/2021 00:43:00,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_00-NO_PERSON.jpg
13/09/2021 00:43:00,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_00-NO_PERSON.jpg
13/09/2021 00:43:00,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_00-NO_PERSON.jpg
13/09/2021 00:43:02,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_02-NO_PERSON.jpg
13/09/2021 00:43:02,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_02-NO_PERSON.jpg
13/09/2021 00:43:02,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_02-NO_PERSON.jpg
13/09/2021 00:43:02,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_02-NO_PERSON.jpg
13/09/2021 00:43:03,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_03-NO_PERSON.jpg
13/09/2021 00:43:03,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_03-NO_PERSON.jpg
13/09/2021 00:43:03,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_03-NO_PERSON.jpg
13/09/2021 00:43:04,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_04-NO_PERSON.jpg
13/09/2021 00:43:04,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_04-NO_PERSON.jpg
13/09/2021 00:43:04,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_04-NO_PERSON.jpg
13/09/2021 00:43:05,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_05-NO_PERSON.jpg
13/09/2021 00:43:05,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_05-NO_PERSON.jpg
13/09/2021 00:43:05,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_05-NO_PERSON.jpg
13/09/2021 00:43:06,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_06-NO_PERSON.jpg
13/09/2021 00:43:06,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_06-NO_PERSON.jpg
13/09/2021 00:43:06,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_06-NO_PERSON.jpg
13/09/2021 00:43:07,NO_PERSON,./Cheating_Logs/images/13_09_2021_00__43_07-NO_PERSON.jpg
13/09/2021 00:43:13,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_13-MOBILE_PHONE.jpg
13/09/2021 00:43:13,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_13-MOBILE_PHONE.jpg
13/09/2021 00:43:13,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_13-MOBILE_PHONE.jpg
13/09/2021 00:43:14,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_14-MOBILE_PHONE.jpg
13/09/2021 00:43:14,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_14-MOBILE_PHONE.jpg
13/09/2021 00:43:14,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_14-MOBILE_PHONE.jpg
13/09/2021 00:43:27,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_27-MOBILE_PHONE.jpg
13/09/2021 00:43:27,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_27-MOBILE_PHONE.jpg
13/09/2021 00:43:32,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__43_32-MULTIPLE_FACES.jpg
13/09/2021 00:43:33,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_33-MOBILE_PHONE.jpg
13/09/2021 00:43:33,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_33-MOBILE_PHONE.jpg
13/09/2021 00:43:34,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_34-MOBILE_PHONE.jpg
13/09/2021 00:43:34,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_34-MOBILE_PHONE.jpg
13/09/2021 00:43:34,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_34-MOBILE_PHONE.jpg
13/09/2021 00:43:45,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_45-MOBILE_PHONE.jpg
13/09/2021 00:43:47,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_47-MOBILE_PHONE.jpg
13/09/2021 00:43:47,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_47-MOBILE_PHONE.jpg
13/09/2021 00:43:48,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_48-MOBILE_PHONE.jpg
13/09/2021 00:43:49,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_49-MOBILE_PHONE.jpg
13/09/2021 00:43:49,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_49-MOBILE_PHONE.jpg
13/09/2021 00:43:50,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_50-MOBILE_PHONE.jpg
13/09/2021 00:43:51,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_51-MOBILE_PHONE.jpg
13/09/2021 00:43:52,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_52-MOBILE_PHONE.jpg
13/09/2021 00:43:52,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_52-MOBILE_PHONE.jpg
13/09/2021 00:43:53,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_53-MOBILE_PHONE.jpg
13/09/2021 00:43:53,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_53-MOBILE_PHONE.jpg
13/09/2021 00:43:53,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_53-MOBILE_PHONE.jpg
13/09/2021 00:43:54,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_54-MOBILE_PHONE.jpg
13/09/2021 00:43:54,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_54-MOBILE_PHONE.jpg
13/09/2021 00:43:54,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_54-MOBILE_PHONE.jpg
13/09/2021 00:43:55,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_55-MOBILE_PHONE.jpg
13/09/2021 00:43:56,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_56-MOBILE_PHONE.jpg
13/09/2021 00:43:56,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_56-MOBILE_PHONE.jpg
13/09/2021 00:43:56,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_56-MOBILE_PHONE.jpg
13/09/2021 00:43:57,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__43_57-MOBILE_PHONE.jpg
13/09/2021 00:43:57,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__43_57-MULTIPLE_FACES.jpg
13/09/2021 00:43:59,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__43_59-MULTIPLE_FACES.jpg
13/09/2021 00:43:59,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__43_59-MULTIPLE_FACES.jpg
13/09/2021 00:44:00,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__44_00-MULTIPLE_FACES.jpg
13/09/2021 00:44:00,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__44_00-MULTIPLE_FACES.jpg
13/09/2021 00:44:00,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__44_00-MULTIPLE_FACES.jpg
13/09/2021 00:44:01,MULTIPLE_FACES,./Cheating_Logs/images/13_09_2021_00__44_01-MULTIPLE_FACES.jpg
13/09/2021 00:50:06,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__50_06-MOBILE_PHONE.jpg
13/09/2021 00:50:06,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__50_06-MOBILE_PHONE.jpg
13/09/2021 00:50:07,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__50_07-MOBILE_PHONE.jpg
13/09/2021 00:50:08,MOBILE_PHONE,./Cheating_Logs/images/13_09_2021_00__50_08-MOBILE_PHONE.jpg
13/09/2021 00:56:25,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__56_25-LOOKING_RIGHT.jpg
13/09/2021 00:56:42,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_00__56_42-LOOKING_LEFT.jpg
13/09/2021 00:56:43,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__56_43-LOOKING_RIGHT.jpg
13/09/2021 00:56:43,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__56_43-LOOKING_RIGHT.jpg
13/09/2021 00:56:43,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__56_43-LOOKING_RIGHT.jpg
13/09/2021 00:56:43,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__56_43-LOOKING_RIGHT.jpg
13/09/2021 00:58:38,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__58_38-LOOKING_RIGHT.jpg
13/09/2021 00:58:38,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__58_38-LOOKING_RIGHT.jpg
13/09/2021 00:58:45,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__58_45-LOOKING_RIGHT.jpg
13/09/2021 00:58:45,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__58_45-LOOKING_RIGHT.jpg
13/09/2021 00:58:45,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_00__58_45-LOOKING_LEFT.jpg
13/09/2021 00:58:46,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__58_46-LOOKING_RIGHT.jpg
13/09/2021 00:59:02,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__59_02-LOOKING_RIGHT.jpg
13/09/2021 00:59:08,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_00__59_08-LOOKING_LEFT.jpg
13/09/2021 00:59:18,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_00__59_18-LOOKING_RIGHT.jpg
13/09/2021 00:59:45,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_00__59_45-LOOKING_LEFT.jpg
13/09/2021 00:59:45,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_00__59_45-LOOKING_LEFT.jpg
13/09/2021 01:00:02,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_01__00_02-LOOKING_RIGHT.jpg
13/09/2021 01:00:03,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_01__00_03-LOOKING_RIGHT.jpg
13/09/2021 01:00:58,LOOKING_RIGHT,./Cheating_Logs/images/13_09_2021_01__00_58-LOOKING_RIGHT.jpg
13/09/2021 01:02:38,LOOKING_LEFT,./Cheating_Logs/images/13_09_2021_01__02_38-LOOKING_LEFT.jpg
13/09/2021 01:04:05,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_05-MOUTH_OPEN.jpg
13/09/2021 01:04:05,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_05-MOUTH_OPEN.jpg
13/09/2021 01:04:05,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_05-MOUTH_OPEN.jpg
13/09/2021 01:04:05,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_05-MOUTH_OPEN.jpg
13/09/2021 01:04:05,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_05-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:06,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_06-MOUTH_OPEN.jpg
13/09/2021 01:04:09,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_09-MOUTH_OPEN.jpg
13/09/2021 01:04:09,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_09-MOUTH_OPEN.jpg
13/09/2021 01:04:09,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_09-MOUTH_OPEN.jpg
13/09/2021 01:04:09,MOUTH_OPEN,./Cheating_Logs/images/13_09_2021_01__04_09-MOUTH_OPEN.jpg
